Age,Gender,Weight_kg,Height_m,Workout_time,Calories_Burned,Type,Fat_Percentage,Frequency,Level,BMI
44,Female,42.8,1.78,1.49,1066.0,Strength,25.3,3,Intermediate,13.51
59,Male,88.1,1.76,1.35,1123.0,Strength,26.9,3,Intermediate,28.44
19,Female,72.4,1.75,1.2,840.0,Cardio,31.0,4,Intermediate,23.64
43,Male,73.2,1.88,1.17,822.0,Cardio,29.4,3,Beginner,20.71
34,Male,110.5,1.86,1.42,1086.0,Cardio,22.3,2,Beginner,31.94
57,Female,46.1,1.76,1.44,842.0,Strength,25.8,3,Intermediate,14.88
50,Male,90.8,1.71,1.07,810.0,Yoga,22.6,4,Intermediate,31.05
26,Female,59.3,1.51,1.7,1096.0,Strength,15.1,5,Advanced,26.01
56,Female,45.1,1.73,0.83,482.0,Strength,25.4,3,Beginner,15.07
46,Male,45.0,1.77,1.48,1187.0,Cardio,29.1,3,Intermediate,14.36
59,Male,89.4,1.62,1.43,885.0,Strength,23.5,3,Intermediate,34.06
43,Male,127.7,1.69,1.14,875.0,Cardio,24.1,3,Intermediate,44.71
52,Male,70.9,1.72,1.31,927.0,Strength,20.2,3,Intermediate,23.97
42,Female,49.2,1.5,1.15,678.0,HIIT,27.7,3,Intermediate,21.87
41,Female,62.3,1.79,1.99,1451.0,Yoga,19.0,5,Advanced,19.44
30,Male,64.1,1.87,0.64,500.0,Yoga,26.2,2,Beginner,18.33
24,Female,69.7,1.75,1.41,1029.0,Cardio,32.5,3,Beginner,22.76
53,Female,56.9,1.59,1.49,1100.0,HIIT,29.5,3,Intermediate,22.51
37,Female,53.0,1.71,1.13,881.0,Yoga,28.1,4,Intermediate,18.13
18,Female,72.7,1.55,0.84,525.0,Cardio,29.8,3,Beginner,30.26
25,Male,76.5,1.96,0.67,442.0,Strength,23.2,3,Beginner,19.91
33,Male,113.6,1.99,1.38,949.0,Strength,28.4,2,Beginner,28.69
31,Female,62.5,1.62,1.56,1318.0,HIIT,16.5,4,Advanced,23.81
29,Male,95.2,1.86,0.64,496.0,Yoga,26.6,2,Beginner,27.52
40,Male,51.7,1.82,0.9,792.0,Strength,21.4,3,Beginner,15.61
32,Male,105.3,1.67,0.57,448.0,Cardio,26.9,3,Beginner,37.76
45,Female,71.2,1.68,1.37,888.0,Strength,34.1,3,Beginner,25.23
51,Female,78.1,1.51,0.92,555.0,Strength,31.1,3,Beginner,34.25
19,Female,50.6,1.68,1.21,877.0,Yoga,30.6,3,Intermediate,17.93
49,Male,70.2,1.89,0.7,440.0,Yoga,29.6,3,Beginner,19.65
40,Female,62.6,1.53,1.93,1380.0,Cardio,18.1,5,Advanced,26.74
39,Female,60.6,1.65,0.92,768.0,HIIT,27.6,3,Beginner,22.26
42,Male,76.4,1.97,1.14,886.0,HIIT,22.9,3,Intermediate,19.69
39,Female,63.3,1.71,1.88,1175.0,Strength,18.5,4,Advanced,21.65
39,Female,68.6,1.64,1.33,1024.0,Cardio,32.4,3,Intermediate,25.51
59,Male,123.3,1.88,1.3,1036.0,HIIT,23.0,4,Intermediate,34.89
23,Male,107.0,1.94,1.35,891.0,HIIT,23.5,2,Beginner,28.43
32,Male,68.3,1.92,1.42,1289.0,Strength,29.9,2,Beginner,18.53
54,Female,47.8,1.6,1.19,830.0,Cardio,26.0,4,Intermediate,18.67
50,Female,58.4,1.79,1.6,943.0,HIIT,17.0,4,Advanced,18.23
25,Female,74.3,1.71,1.43,1123.0,Yoga,25.6,3,Intermediate,25.41
22,Male,106.8,1.82,1.0,715.0,Yoga,28.2,4,Intermediate,32.24
56,Male,125.5,1.8,1.26,817.0,Strength,20.9,4,Intermediate,38.73
21,Female,55.2,1.55,1.37,1103.0,Strength,31.7,4,Intermediate,22.98
23,Female,71.4,1.72,1.25,1056.0,Strength,25.6,2,Beginner,24.13
49,Male,77.7,1.61,1.03,806.0,Strength,26.7,3,Intermediate,29.98
47,Male,88.4,1.6,1.86,1160.0,HIIT,14.2,5,Advanced,34.53
52,Male,104.8,1.99,0.93,598.0,Cardio,24.0,2,Beginner,26.46
57,Male,82.2,1.69,1.15,882.0,Strength,25.2,4,Intermediate,28.78
33,Female,68.2,1.75,0.85,638.0,Strength,29.0,2,Beginner,22.27
30,Male,91.4,1.99,1.37,1145.0,HIIT,23.0,3,Intermediate,23.08
59,Female,42.1,1.65,1.22,725.0,Strength,33.0,2,Beginner,15.46
47,Female,68.7,1.76,1.37,845.0,Strength,27.7,3,Intermediate,22.18
36,Female,47.2,1.74,1.5,1200.0,Cardio,32.2,4,Intermediate,15.59
34,Male,92.0,1.76,0.73,574.0,Yoga,22.1,3,Beginner,29.7
36,Male,56.2,1.95,1.09,767.0,Strength,22.5,4,Intermediate,14.78
45,Male,58.4,1.72,1.31,973.0,HIIT,23.4,4,Intermediate,19.74
43,Male,82.9,1.95,1.9,1505.0,Cardio,12.9,5,Advanced,21.8
54,Female,66.9,1.74,1.24,720.0,HIIT,29.5,2,Beginner,22.1
43,Male,66.3,1.85,1.18,707.0,Cardio,27.5,2,Beginner,19.37
40,Male,93.6,1.93,1.38,1192.0,Cardio,22.1,3,Beginner,25.13
26,Female,64.1,1.5,1.93,1293.0,Strength,15.1,5,Advanced,28.49
29,Male,86.7,1.62,1.52,1020.0,Strength,13.9,4,Advanced,33.04
18,Female,62.0,1.59,1.23,996.0,Strength,33.2,4,Intermediate,24.52
18,Female,58.1,1.61,1.9,1425.0,Yoga,15.3,4,Advanced,22.41
51,Female,64.9,1.6,1.49,838.0,Yoga,31.1,4,Intermediate,25.35
49,Female,69.3,1.62,1.14,626.0,HIIT,28.8,4,Intermediate,26.41
42,Female,42.7,1.74,1.04,608.0,Strength,32.9,3,Beginner,14.1
57,Female,51.4,1.63,1.2,724.0,Yoga,33.7,4,Intermediate,19.35
18,Female,67.4,1.6,0.6,492.0,Strength,33.5,3,Beginner,26.33
33,Female,55.6,1.61,1.77,1301.0,Yoga,18.9,4,Advanced,21.45
56,Male,125.3,1.86,1.0,639.0,Yoga,22.7,3,Intermediate,36.22
22,Male,102.1,1.85,1.48,1278.0,Cardio,28.1,4,Intermediate,29.83
39,Male,61.9,1.77,1.32,1205.0,Strength,25.3,3,Beginner,19.76
46,Male,108.8,1.64,1.4,1171.0,Strength,20.5,3,Beginner,40.45
20,Female,51.1,1.58,0.5,422.0,Yoga,29.6,2,Beginner,20.47
29,Male,81.7,1.99,1.45,1005.0,Strength,29.4,2,Beginner,20.63
43,Female,42.7,1.66,0.73,440.0,Yoga,33.9,2,Beginner,15.5
33,Male,81.8,1.99,1.59,1198.0,Strength,10.5,4,Advanced,20.66
54,Male,54.6,1.76,1.28,868.0,Cardio,27.4,4,Intermediate,17.63
39,Male,107.7,1.88,0.72,634.0,Strength,28.1,2,Beginner,30.47
46,Female,56.9,1.6,0.88,566.0,Cardio,27.7,3,Beginner,22.23
31,Male,78.8,1.71,1.49,992.0,HIIT,24.7,4,Intermediate,26.95
45,Female,48.2,1.64,1.25,894.0,Strength,32.1,4,Intermediate,17.92
22,Female,50.7,1.59,1.27,883.0,Strength,29.4,3,Intermediate,20.05
47,Male,86.6,1.99,1.98,1500.0,Strength,10.6,4,Advanced,21.87
22,Male,96.3,1.63,1.35,1203.0,Cardio,27.1,4,Intermediate,36.25
29,Male,80.8,1.98,1.65,1316.0,Strength,14.6,5,Advanced,20.61
33,Female,58.0,1.53,1.84,1159.0,Strength,18.3,5,Advanced,24.78
43,Male,95.9,1.85,1.28,995.0,Yoga,27.7,2,Beginner,28.02
43,Female,61.5,1.58,1.86,1247.0,HIIT,16.8,5,Advanced,24.64
38,Female,40.6,1.79,0.62,499.0,Cardio,26.8,2,Beginner,12.67
56,Male,82.5,1.87,1.51,927.0,Yoga,13.2,5,Advanced,23.59
53,Male,105.1,1.84,0.69,444.0,Cardio,23.3,3,Beginner,31.04
50,Female,58.1,1.58,1.93,1042.0,Yoga,19.3,5,Advanced,23.27
47,Female,61.0,1.76,1.54,1060.0,HIIT,15.6,5,Advanced,19.69
54,Female,64.5,1.53,1.74,940.0,Yoga,17.2,4,Advanced,27.55
40,Male,58.2,1.98,1.43,1085.0,Cardio,24.0,3,Intermediate,14.85
27,Female,69.5,1.76,0.94,569.0,Strength,34.4,3,Beginner,22.44
22,Male,62.2,1.84,0.51,393.0,Strength,21.5,3,Beginner,18.37
53,Female,68.0,1.7,1.06,663.0,HIIT,25.1,4,Intermediate,23.53
51,Female,56.3,1.5,1.43,914.0,Cardio,27.4,3,Beginner,25.02
48,Male,94.5,1.7,1.01,700.0,Cardio,28.2,3,Intermediate,32.7
27,Female,58.0,1.79,1.39,994.0,Cardio,27.1,2,Beginner,18.1
36,Male,84.0,1.94,1.8,1218.0,HIIT,11.2,5,Advanced,22.32
49,Male,61.0,1.87,1.14,739.0,Strength,21.3,4,Intermediate,17.44
18,Female,64.8,1.53,1.98,1396.0,Yoga,18.6,5,Advanced,27.68
22,Male,45.7,1.77,1.04,795.0,HIIT,20.7,3,Beginner,14.59
21,Male,80.9,1.9,1.8,1356.0,Yoga,11.7,4,Advanced,22.41
33,Female,64.1,1.63,1.58,948.0,Strength,16.4,5,Advanced,24.13
41,Male,67.0,1.77,1.22,900.0,HIIT,25.6,3,Intermediate,21.39
33,Male,106.5,1.6,1.4,1170.0,Strength,27.3,4,Intermediate,41.6
19,Male,95.1,1.85,1.21,952.0,Yoga,25.3,4,Intermediate,27.79
45,Female,65.5,1.57,0.66,395.0,Cardio,34.3,2,Beginner,26.57
49,Male,105.7,1.64,1.2,921.0,Cardio,29.5,3,Intermediate,39.3
44,Female,48.0,1.76,0.88,491.0,Yoga,28.6,2,Beginner,15.5
37,Female,69.5,1.5,0.69,448.0,Cardio,32.8,2,Beginner,30.89
41,Male,66.1,1.69,0.77,545.0,Yoga,27.4,2,Beginner,23.14
29,Male,68.0,1.7,0.76,627.0,HIIT,28.9,2,Beginner,23.53
52,Male,50.3,1.78,0.85,555.0,HIIT,24.5,2,Beginner,15.88
50,Female,69.3,1.68,1.2,729.0,HIIT,30.3,2,Beginner,24.55
50,Male,86.7,1.63,1.7,1203.0,Cardio,12.1,4,Advanced,32.63
54,Male,125.9,1.94,1.35,882.0,Strength,28.5,3,Intermediate,33.45
29,Male,88.1,1.93,1.88,1479.0,Cardio,11.1,5,Advanced,23.65
20,Male,124.3,1.82,1.25,997.0,Cardio,22.4,3,Intermediate,37.53
18,Male,62.0,1.85,0.88,586.0,Strength,23.7,3,Beginner,18.12
50,Female,69.7,1.72,1.24,753.0,Strength,27.3,4,Intermediate,23.56
57,Female,60.9,1.52,1.31,926.0,Strength,30.6,3,Intermediate,26.36
27,Male,76.5,1.97,1.13,1025.0,Strength,21.3,2,Beginner,19.71
46,Male,94.7,1.82,1.47,873.0,Cardio,23.2,3,Intermediate,28.59
30,Male,67.9,1.75,1.25,1155.0,Yoga,29.1,2,Beginner,22.17
29,Male,121.1,1.87,1.31,937.0,HIIT,24.1,4,Intermediate,34.63
48,Female,71.5,1.64,1.46,1012.0,Yoga,32.5,4,Intermediate,26.58
19,Male,98.6,1.7,0.83,740.0,Cardio,21.1,2,Beginner,34.12
52,Female,68.2,1.63,1.17,779.0,Strength,27.5,3,Beginner,25.67
40,Female,57.7,1.69,1.18,920.0,HIIT,33.1,4,Intermediate,20.2
34,Male,124.6,1.63,1.41,1055.0,HIIT,27.6,3,Intermediate,46.9
43,Female,73.0,1.59,1.31,931.0,Yoga,28.9,3,Beginner,28.88
25,Female,59.4,1.51,1.62,1304.0,Cardio,19.8,5,Advanced,26.05
46,Female,52.0,1.65,0.7,463.0,Cardio,34.1,2,Beginner,19.1
43,Female,42.2,1.65,1.33,886.0,Cardio,34.6,3,Intermediate,15.5
27,Male,89.3,1.64,1.82,1622.0,HIIT,12.1,4,Advanced,33.2
43,Male,110.0,1.76,1.09,658.0,Yoga,22.0,3,Beginner,35.51
51,Female,66.2,1.58,0.86,499.0,HIIT,31.3,3,Beginner,26.52
58,Male,58.6,1.66,1.21,964.0,HIIT,26.8,2,Beginner,21.27
24,Male,51.0,1.67,0.97,710.0,Strength,21.3,3,Beginner,18.29
21,Male,101.5,1.95,0.97,699.0,Yoga,27.9,3,Beginner,26.69
28,Male,114.2,1.87,1.05,959.0,Strength,20.2,3,Intermediate,32.66
46,Male,54.4,1.72,0.91,725.0,Cardio,24.8,2,Beginner,18.39
53,Female,52.4,1.57,1.34,898.0,HIIT,28.3,3,Intermediate,21.26
42,Male,85.2,1.81,1.54,1151.0,Yoga,13.7,5,Advanced,26.01
38,Male,83.6,1.74,1.66,1379.0,Cardio,11.6,5,Advanced,27.61
53,Male,115.4,1.92,1.36,1084.0,Yoga,28.3,4,Intermediate,31.3
27,Male,71.2,1.97,0.74,615.0,HIIT,25.9,3,Beginner,18.35
54,Female,78.1,1.6,1.1,718.0,Yoga,32.9,4,Intermediate,30.51
26,Female,54.2,1.65,1.07,642.0,Cardio,34.9,4,Intermediate,19.91
41,Female,77.6,1.76,1.27,920.0,Strength,31.8,4,Intermediate,25.05
52,Female,44.1,1.62,1.41,768.0,HIIT,34.8,3,Beginner,16.8
52,Male,85.5,1.8,1.7,1144.0,Strength,10.1,5,Advanced,26.39
53,Female,47.8,1.76,1.06,711.0,HIIT,28.4,4,Intermediate,15.43
35,Male,102.5,1.94,0.84,730.0,Cardio,21.1,2,Beginner,27.23
56,Male,118.0,1.9,0.66,412.0,HIIT,22.6,2,Beginner,32.69
49,Male,82.3,1.84,1.29,932.0,Strength,28.4,4,Intermediate,24.31
41,Male,81.6,1.87,1.87,1185.0,HIIT,10.2,5,Advanced,23.33
40,Male,60.2,1.88,1.22,946.0,Cardio,25.2,3,Intermediate,17.03
49,Female,49.2,1.54,1.28,881.0,HIIT,30.7,3,Intermediate,20.75
54,Female,46.6,1.5,1.38,1025.0,Strength,30.6,2,Beginner,20.71
29,Female,68.7,1.72,1.08,907.0,Cardio,29.8,4,Intermediate,23.22
30,Female,60.6,1.55,1.3,780.0,Strength,32.9,3,Intermediate,25.22
40,Male,52.1,1.61,0.87,612.0,HIIT,21.3,2,Beginner,20.1
42,Female,46.6,1.77,0.61,382.0,Yoga,28.1,2,Beginner,14.87
52,Male,65.5,1.74,1.48,1011.0,Strength,26.2,4,Intermediate,21.63
58,Female,44.2,1.57,1.08,753.0,HIIT,31.9,3,Beginner,17.93
47,Male,89.1,1.84,1.44,1133.0,Yoga,24.0,3,Intermediate,26.32
34,Male,65.9,1.62,0.81,731.0,Yoga,28.8,2,Beginner,25.11
37,Female,55.6,1.57,0.97,597.0,Cardio,29.2,2,Beginner,22.56
42,Male,63.7,1.98,1.37,868.0,Yoga,24.0,2,Beginner,16.25
39,Male,86.2,1.82,1.96,1725.0,Strength,10.2,5,Advanced,26.02
30,Female,59.2,1.63,1.85,1304.0,Strength,17.8,4,Advanced,22.28
36,Male,85.4,1.88,1.98,1492.0,Yoga,13.5,5,Advanced,24.16
53,Female,68.1,1.55,1.41,831.0,HIIT,26.1,4,Intermediate,28.35
29,Female,60.0,1.62,0.85,684.0,Strength,28.1,2,Beginner,22.86
58,Female,74.8,1.69,1.28,933.0,Strength,32.8,4,Intermediate,26.19
36,Male,90.3,1.65,1.38,1199.0,Cardio,23.7,4,Intermediate,33.17
29,Male,86.1,1.65,1.66,1169.0,HIIT,11.2,4,Advanced,31.63
26,Male,73.7,1.66,0.93,639.0,Yoga,26.7,2,Beginner,26.75
24,Female,67.7,1.56,1.42,980.0,HIIT,27.0,3,Intermediate,27.82
45,Male,78.3,1.96,1.29,1066.0,Cardio,29.0,3,Beginner,20.38
31,Female,48.2,1.65,1.1,913.0,Cardio,26.1,2,Beginner,17.7
48,Female,56.8,1.51,1.37,777.0,HIIT,32.1,4,Intermediate,24.91
36,Male,112.4,1.63,1.02,757.0,Cardio,25.0,4,Intermediate,42.3
33,Female,59.0,1.67,0.9,558.0,Cardio,33.7,3,Beginner,21.16
22,Male,98.4,1.88,0.52,386.0,Cardio,21.3,2,Beginner,27.84
52,Male,66.5,1.6,1.34,796.0,HIIT,26.8,4,Intermediate,25.98
29,Male,106.5,1.81,1.29,1107.0,Cardio,25.7,4,Intermediate,32.51
42,Male,88.4,1.93,1.68,1314.0,Yoga,12.4,4,Advanced,23.73
38,Male,88.4,1.79,1.74,1321.0,Yoga,12.5,5,Advanced,27.59
53,Female,53.3,1.74,1.37,962.0,Strength,32.2,3,Intermediate,17.6
40,Female,58.1,1.56,0.61,415.0,Yoga,34.4,2,Beginner,23.87
33,Female,74.2,1.76,1.15,834.0,Strength,25.9,4,Intermediate,23.95
56,Male,84.6,1.63,1.01,705.0,HIIT,20.2,4,Intermediate,31.84
59,Male,78.0,1.92,0.72,453.0,Cardio,28.1,3,Beginner,21.16
56,Male,89.0,1.68,1.77,1332.0,Yoga,10.5,5,Advanced,31.53
31,Female,42.7,1.76,1.46,883.0,Strength,34.9,3,Beginner,13.78
48,Male,83.9,1.82,1.9,1401.0,HIIT,13.1,5,Advanced,25.33
22,Female,78.7,1.52,1.45,1204.0,Strength,31.5,3,Intermediate,34.06
52,Female,65.9,1.52,1.27,794.0,Cardio,27.0,4,Intermediate,28.52
40,Male,76.9,1.92,1.13,851.0,Yoga,22.4,4,Intermediate,20.86
46,Male,84.3,2.0,1.83,1467.0,HIIT,13.3,5,Advanced,21.07
28,Female,62.4,1.6,1.1,710.0,Strength,34.1,3,Intermediate,24.37
35,Male,63.7,1.74,1.03,810.0,HIIT,29.8,4,Intermediate,21.04
29,Female,54.9,1.52,1.48,910.0,Strength,27.0,3,Beginner,23.76
26,Male,76.4,1.79,1.17,1004.0,Strength,21.3,3,Intermediate,23.84
27,Male,106.4,1.86,1.34,907.0,Cardio,20.6,2,Beginner,30.76
34,Female,68.4,1.5,1.37,904.0,Cardio,33.7,4,Intermediate,30.4
55,Male,63.5,1.86,1.36,969.0,Strength,22.9,4,Intermediate,18.35
24,Female,59.4,1.5,1.25,825.0,Yoga,25.0,3,Intermediate,26.4
30,Male,113.4,1.91,1.27,957.0,HIIT,22.2,3,Beginner,31.08
57,Female,61.9,1.52,0.92,592.0,HIIT,28.4,3,Beginner,26.79
59,Female,70.7,1.68,1.17,637.0,Cardio,34.9,3,Intermediate,25.05
26,Male,111.5,1.9,1.02,937.0,Yoga,25.2,2,Beginner,30.89
44,Female,72.1,1.66,1.4,958.0,Strength,27.0,2,Beginner,26.16
19,Male,56.9,1.87,0.61,463.0,Cardio,23.3,3,Beginner,16.27
22,Male,86.2,1.9,1.91,1345.0,Strength,11.7,5,Advanced,23.88
46,Male,59.4,1.68,1.16,844.0,Strength,20.2,4,Intermediate,21.05
54,Female,75.6,1.72,0.97,672.0,Cardio,26.4,3,Beginner,25.55
55,Female,76.3,1.73,1.08,768.0,Yoga,32.0,3,Beginner,25.49
36,Male,95.8,1.86,1.37,972.0,HIIT,21.2,3,Beginner,27.69
25,Male,120.6,1.83,1.04,686.0,Cardio,22.3,3,Intermediate,36.01
18,Female,65.3,1.55,1.42,1143.0,Yoga,28.5,3,Intermediate,27.18
39,Male,85.3,1.89,0.77,593.0,Strength,27.6,2,Beginner,23.88
34,Male,68.0,1.68,0.67,472.0,Cardio,25.8,2,Beginner,24.09
24,Female,52.6,1.57,1.29,1071.0,HIIT,31.9,2,Beginner,21.34
42,Male,63.3,1.77,1.32,876.0,HIIT,25.7,3,Intermediate,20.2
21,Female,76.3,1.65,1.14,878.0,Strength,31.8,3,Intermediate,28.03
53,Male,61.0,1.63,0.54,331.0,Cardio,20.0,3,Beginner,22.96
23,Female,67.8,1.61,1.34,1072.0,HIIT,34.3,2,Beginner,26.16
48,Male,114.9,1.86,1.36,949.0,Cardio,21.1,3,Beginner,33.21
36,Male,88.0,1.71,1.87,1646.0,HIIT,12.0,5,Advanced,30.09
56,Female,67.7,1.58,1.45,927.0,Strength,32.7,2,Beginner,27.12
44,Male,124.8,1.85,1.35,842.0,Strength,24.4,4,Intermediate,36.46
27,Female,53.0,1.58,1.26,895.0,Cardio,34.5,4,Intermediate,21.23
43,Male,61.2,1.88,1.03,831.0,Yoga,24.7,3,Beginner,17.32
36,Female,48.7,1.68,1.23,886.0,Yoga,33.7,3,Beginner,17.25
56,Female,50.6,1.7,1.29,848.0,Strength,33.1,2,Beginner,17.51
20,Female,72.6,1.73,1.27,1016.0,HIIT,34.8,3,Intermediate,24.26
30,Female,70.4,1.56,1.03,644.0,Yoga,34.3,4,Intermediate,28.93
45,Male,52.5,1.88,1.08,818.0,Strength,29.0,4,Intermediate,14.85
37,Male,76.3,1.77,1.36,957.0,HIIT,27.3,4,Intermediate,24.35
45,Female,41.2,1.58,1.47,1111.0,HIIT,28.7,2,Beginner,16.5
25,Female,55.3,1.76,1.56,1186.0,Yoga,15.5,4,Advanced,17.85
58,Female,49.7,1.67,1.38,776.0,Strength,31.9,4,Intermediate,17.82
56,Male,48.3,1.87,0.68,525.0,HIIT,29.8,3,Beginner,13.81
18,Male,83.2,1.96,1.83,1510.0,HIIT,13.6,4,Advanced,21.66
20,Male,120.5,1.73,1.01,850.0,Cardio,29.3,3,Intermediate,40.26
30,Male,121.6,2.0,1.24,1091.0,Cardio,28.0,4,Intermediate,30.4
45,Female,73.0,1.75,1.14,759.0,Yoga,26.6,4,Intermediate,23.84
42,Female,57.5,1.67,1.76,1053.0,Cardio,16.2,5,Advanced,20.62
50,Female,42.7,1.53,1.41,983.0,Strength,28.4,4,Intermediate,18.24
55,Male,129.9,1.73,0.69,529.0,Yoga,21.7,3,Beginner,43.4
23,Male,108.6,1.92,0.89,656.0,Yoga,25.8,2,Beginner,29.46
49,Male,88.6,2.0,1.83,1150.0,Cardio,14.9,4,Advanced,22.15
38,Female,49.7,1.51,1.25,906.0,HIIT,32.6,3,Beginner,21.8
33,Female,56.4,1.54,1.06,822.0,Strength,29.2,3,Beginner,23.78
38,Male,46.9,1.74,1.03,946.0,Strength,20.0,4,Intermediate,15.49
28,Female,71.3,1.67,1.46,1022.0,Strength,28.1,4,Intermediate,25.57
54,Male,71.6,1.86,1.14,830.0,Yoga,25.3,3,Intermediate,20.7
53,Male,82.3,1.61,1.87,1139.0,Strength,11.6,5,Advanced,31.75
52,Female,70.6,1.69,1.36,826.0,HIIT,26.1,3,Beginner,24.72
36,Male,109.8,1.62,0.84,651.0,HIIT,24.4,3,Beginner,41.84
37,Female,73.5,1.69,0.54,354.0,Cardio,27.5,2,Beginner,25.73
35,Male,85.6,1.85,1.78,1322.0,Strength,14.5,5,Advanced,25.01
58,Female,74.6,1.68,1.03,737.0,Yoga,26.0,4,Intermediate,26.43
31,Female,63.2,1.8,0.59,463.0,Cardio,25.5,2,Beginner,19.51
32,Female,62.6,1.63,1.67,1344.0,HIIT,15.0,5,Advanced,23.56
48,Male,87.1,1.76,1.81,1398.0,Strength,11.6,5,Advanced,28.12
18,Male,82.3,1.84,1.73,1408.0,HIIT,13.3,5,Advanced,24.31
20,Female,64.3,1.78,1.71,1171.0,Cardio,18.7,4,Advanced,20.29
33,Female,53.7,1.66,1.25,806.0,HIIT,29.5,3,Beginner,19.49
40,Male,63.0,2.0,1.42,1257.0,Strength,26.8,4,Intermediate,15.75
28,Male,128.4,1.86,1.06,921.0,Strength,23.6,4,Intermediate,37.11
29,Male,88.0,1.89,1.75,1319.0,Cardio,13.3,5,Advanced,24.64
27,Female,63.7,1.52,1.19,714.0,Strength,25.4,4,Intermediate,27.57
49,Male,83.7,1.87,1.29,1009.0,HIIT,23.9,4,Intermediate,23.94
33,Male,102.6,1.75,1.4,1078.0,HIIT,27.9,3,Intermediate,33.5
25,Female,77.7,1.55,0.55,330.0,Yoga,33.0,2,Beginner,32.34
55,Male,87.5,1.88,1.19,789.0,Yoga,27.2,4,Intermediate,24.76
29,Male,87.0,1.86,1.52,1028.0,Yoga,11.0,4,Advanced,25.15
41,Male,82.8,1.66,1.97,1355.0,HIIT,11.2,5,Advanced,30.05
45,Female,65.4,1.68,0.76,441.0,HIIT,35.0,3,Beginner,23.17
25,Female,47.2,1.71,0.89,632.0,Cardio,26.0,2,Beginner,16.14
45,Female,58.2,1.7,0.95,684.0,Yoga,26.8,3,Beginner,20.14
53,Female,73.5,1.55,1.17,806.0,HIIT,26.3,4,Intermediate,30.59
43,Female,55.2,1.73,1.67,1240.0,Cardio,16.6,5,Advanced,18.44
25,Female,64.4,1.71,1.12,935.0,HIIT,27.1,3,Beginner,22.02
45,Female,73.5,1.74,1.18,807.0,Cardio,30.0,4,Intermediate,24.28
45,Male,89.6,1.81,1.7,1287.0,Yoga,12.4,5,Advanced,27.35
54,Male,86.5,1.76,1.48,1158.0,Yoga,29.0,3,Intermediate,27.92
58,Female,46.1,1.67,1.28,743.0,Yoga,25.3,4,Intermediate,16.53
53,Male,68.5,1.97,1.3,894.0,HIIT,23.2,3,Intermediate,17.65
44,Male,94.6,1.84,1.26,748.0,HIIT,26.0,4,Intermediate,27.94
34,Female,54.2,1.52,1.13,746.0,Cardio,31.0,3,Beginner,23.46
26,Male,47.7,1.77,1.15,759.0,Strength,24.8,3,Intermediate,15.23
50,Male,52.2,1.84,1.38,847.0,Strength,28.2,4,Intermediate,15.42
37,Male,88.8,1.95,1.58,1173.0,Yoga,10.3,5,Advanced,23.35
30,Male,101.0,1.68,1.46,1076.0,Strength,28.2,4,Intermediate,35.79
45,Male,118.4,1.95,1.06,881.0,Yoga,24.9,3,Intermediate,31.14
46,Female,47.9,1.72,1.41,933.0,Cardio,26.3,3,Beginner,16.19
30,Female,51.5,1.74,1.08,810.0,Strength,33.9,3,Intermediate,17.01
52,Female,79.9,1.51,0.75,479.0,Strength,31.5,3,Beginner,35.04
23,Male,121.3,1.85,0.72,661.0,Yoga,21.6,2,Beginner,35.44
35,Female,78.9,1.64,1.28,1050.0,Cardio,25.3,4,Intermediate,29.34
22,Male,88.5,1.62,1.88,1675.0,Strength,10.7,5,Advanced,33.72
42,Male,73.5,1.63,0.52,350.0,Strength,26.1,3,Beginner,27.66
19,Male,127.9,1.93,1.27,1173.0,Strength,21.8,4,Intermediate,34.34
27,Male,88.5,1.98,1.8,1515.0,Cardio,11.1,4,Advanced,22.57
47,Female,43.4,1.62,0.51,303.0,Cardio,25.3,3,Beginner,16.54
22,Female,42.8,1.56,1.47,978.0,Strength,32.2,3,Intermediate,17.59
50,Male,64.5,1.79,1.17,753.0,Yoga,28.1,4,Intermediate,20.13
18,Female,50.7,1.53,1.29,948.0,Yoga,33.0,3,Intermediate,21.66
35,Male,59.2,1.66,1.3,1151.0,Strength,21.3,3,Beginner,21.48
49,Female,78.9,1.73,1.38,938.0,Cardio,34.0,2,Beginner,26.36
28,Female,78.7,1.63,1.1,847.0,Strength,31.7,3,Intermediate,29.62
38,Male,68.7,1.92,1.31,1081.0,Cardio,29.0,4,Intermediate,18.64
43,Female,53.1,1.59,0.82,502.0,Strength,29.5,2,Beginner,21.0
42,Male,64.8,1.65,1.1,904.0,Cardio,24.4,3,Intermediate,23.8
39,Female,50.3,1.61,1.17,749.0,HIIT,32.8,2,Beginner,19.41
44,Male,102.3,1.63,1.34,856.0,Yoga,20.9,4,Intermediate,38.5
30,Male,62.9,1.92,1.13,789.0,HIIT,25.2,2,Beginner,17.06
50,Female,56.5,1.6,1.88,1184.0,Yoga,19.2,5,Advanced,22.07
51,Female,74.6,1.55,0.71,422.0,Cardio,33.3,2,Beginner,31.05
58,Male,52.0,1.79,1.12,937.0,HIIT,29.6,3,Beginner,16.23
52,Female,52.1,1.67,1.5,837.0,Yoga,32.0,2,Beginner,18.68
18,Female,72.2,1.54,0.97,606.0,Strength,27.1,2,Beginner,30.44
38,Male,85.8,1.8,1.72,1410.0,Cardio,10.1,4,Advanced,26.48
23,Male,81.4,1.85,1.6,1320.0,Cardio,12.4,4,Advanced,23.78
